id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,timestamp
52,XRP,XRP,xrp,False,62053900985.0,99985653167.0,100000000000.0,2013-08-04T00:00:00.000Z,1844,6,2026-06-22T05:20:00.000Z,,,,,113542181332.42,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.135584733769512,1094269635.457563,1093718780.0390935,550855.41846936,32.2149,0.44230096,-0.72299677,-4.06323056,-14.87235628,-19.95192072,-19.46019316,70467462629.41089,3.201,113558473376.95,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
5426,Solana,SOL,solana,True,580289924.4409355,628819479.1322082,,2020-04-10T00:00:00.000Z,1141,7,2026-06-22T05:21:00.000Z,,,525236893.3,38856810206.9548,46519807474.99,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",73.97959035745215,2154977654.4051456,2154971537.613353,6116.7917932,13.3628,0.59670564,1.27876572,4.17027282,-12.17480598,-14.00617876,-17.90472696,42929610898.697266,1.9501,46519807474.99,,2026-06-22T05:21:00.000Z,,,,,,2026-06-22 10:21:59.518739
1958,TRON,TRX,tron,True,94839536586.09816,94839530651.05367,,2017-09-13T00:00:00.000Z,1348,8,2026-06-22T05:21:00.000Z,,,94667886298.43,31043216686.008156,31099501800.63,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3279170783231376,371857601.6311546,371815260.75546074,42340.87569386,-29.4245,0.02377843,0.56665576,2.28151976,-9.25012316,-0.28057357,5.69540872,31099503746.833626,1.4127,31099501800.63,,2026-06-22T05:21:00.000Z,,,,,,2026-06-22 10:21:59.518739
32196,Hyperliquid,HYPE,hyperliquid,False,253257009.79546615,953815084.7948067,953815406.6040194,2024-07-15T10:14:50.000Z,276,9,2026-06-22T05:19:00.000Z,,,333931719.0,22064290763.68514,63022624591.41,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perpetuals']",66.07425862316822,451324640.8823442,384926376.46369135,66398264.41865285,1.4246,0.60491878,-4.31608052,1.85680456,19.01370862,61.27214506,73.48266547,16733769163.355877,0.7601,63022645854.72,,2026-06-22T05:19:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-06-22 10:21:59.518739
74,Dogecoin,DOGE,dogecoin,True,170473763126.57907,170473763126.57907,,2013-12-15T00:00:00.000Z,1450,10,2026-06-22T05:19:00.000Z,,,,,14200748514.76,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.0833016662171766,345808186.9932984,345556764.98306817,251422.01023023,6.4935,0.35650004,0.02726533,-5.90213402,-17.83857706,-13.26450077,-10.84627616,14200748514.756319,0.6451,14200748514.76,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:21:59.518739
3957,UNUS SED LEO,LEO,unus-sed-leo,False,920332300.9,985239504.0,,2019-05-21T00:00:00.000Z,69,11,2026-06-22T05:20:00.000Z,,,,,9443801711.02,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",9.58528527599974,356927.8150673,356927.8150673,0.0,14.5304,0.06919553,-0.01021021,-1.91073947,-3.74511043,-6.85632599,1.7254184,8821647652.843733,0.4007,9443801711.02,,2026-06-22T05:20:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-06-22 10:21:59.518739
1437,Zcash,ZEC,zcash,False,16707875.4155448,16707875.4155448,21000000.0,2016-10-29T00:00:00.000Z,625,12,2026-06-22T05:20:00.000Z,,,,,7412612988.39,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",443.6598193387039,425807583.95913416,418623422.0620729,7184161.89706137,22.5954,0.42565819,-4.59790031,-9.034872,-25.57131904,40.74501015,96.95961272,7412612988.394178,0.3367,9316856206.11,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
512,Stellar,XLM,stellar,False,33823968990.15962,50001786839.91258,50001806812.0,2014-08-05T00:00:00.000Z,823,13,2026-06-22T05:20:00.000Z,,,31531408660.0,6697821257.954532,10621251795.1,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.21241744478264396,174957723.43059433,174800734.1304205,156989.30017382,13.587,0.93255444,-0.4472292,12.67997021,47.62117056,21.17008214,29.36280029,7184801065.297092,0.3264,10621256037.52,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
328,Monero,XMR,monero,True,18768154.80855164,18768154.80855164,,2014-05-21T00:00:00.000Z,370,14,2026-06-22T05:20:00.000Z,,,,,6013407008.1,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",320.40480640978234,89262017.1181394,89262017.1181394,0.0,-7.0378,-0.14348253,0.34721891,-4.04772392,-15.56494086,-12.78772149,-7.85620925,6013407008.102814,0.2732,6013407008.1,,2026-06-22T05:20:00.000Z,,,,,,2026-06-22 10:21:59.518739
37263,Canton,CC,canton-network,True,38858926306.46257,38858926306.46257,,2025-07-08T04:07:45.000Z,104,15,2026-06-22T05:19:00.000Z,,,38858926306.46,5886900556.431232,5886900556.43,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",0.15149416404365706,13942641.47751591,13245031.91763816,697609.55987774,16.735,0.30810968,-2.35451371,-7.10992909,-3.17910084,0.38444666,2.99287968,5886900556.431622,0.2674,5886900556.43,,2026-06-22T05:19:00.000Z,,,,,,2026-06-22 10:21:59.518739
